sample	MEgreen	MEmagenta	MEpink	MEred	MEblue	MEturquoise	MEblack	MEbrown	MEyellow	MEgrey
LV3003047169	-0.0558646155028649	-0.0298954588238713	0.194754813496731	-0.0128058482516039	0.0593188937559931	0.0330555473329038	-0.0097591564731395	0.0869219645415112	0.000868567648681406	-0.0219340167299883
LV3003047156	-0.04264324635252	-0.0298954588238713	0.114254167185047	-0.0200271780532108	0.0611908593412868	0.0299782970702647	0.00643336559546803	0.0920902638458417	0.00579603639415623	-0.0252758715817811
LV3003047144	-0.0373934227927251	-0.0298954588238713	0.197433464624865	-0.0191179262601575	0.0740929929397057	0.0475112449135206	0.0212716471363655	0.125110516841622	-0.00655598060979829	-0.0250781803989316
LV3003047131	-0.0175687932798833	-0.0184990514330025	0.0740086092399496	-0.0224237560902493	0.036315548005243	0.034888700601582	-0.0420895713740413	0.00101063361908707	-0.029327282281583	-0.0243010170214151
LV3003047117	-0.0375607296316622	-0.0298954588238713	0.0694583725435246	-0.0259610159159495	0.0276162480257884	0.022914791627412	-0.0458674259499094	-0.0144551026407105	-0.0257913855336823	-0.0281938194924043
LV3003047098	-0.0547773666890865	-0.0298954588238713	0.13386069743069	-0.0238931083256176	-0.01239952807708	-0.00868749195950642	-0.0589574165188726	-0.026657631438783	-0.0242971774894332	-0.024167455876123
LV3003047085	-0.0528452489070306	-0.0167663021836485	0.219511882063893	-0.0081178514569478	0.0471766441545311	0.0140674909532768	-0.0240529845883876	0.0390479277028785	-0.0114088542122017	-0.0226416731577058
LV3003047070	-0.057152085634216	-0.0298954588238713	0.142096124923678	-0.0208913221488989	0.0220033417740204	0.0116555312001875	-0.0485281706536888	-0.0125773326216143	-0.0250925571963358	-0.0229542791105734
LV3003047168	-0.0504883793009774	-0.0218840446840899	0.168270099651687	0.00539039039795189	0.039657370125751	0.0182721483612781	-0.0186531491520018	0.0508103261297898	-0.0131740125954088	-0.00959579231523504
LV3003047155	-0.057152085634216	-0.0298954588238713	0.217438362127785	-0.0215288287551123	-0.0218295057714808	-0.0211046427851049	-0.0589574165188726	-0.0192429928881049	-0.0306343971063113	-0.0133858171319214
LV3003047143	-0.0205288272192135	-0.0191405576939065	0.151704378163762	-0.0230273977958621	0.0314411529702562	0.0279192854309292	-0.0390649076392177	-0.00885155837387822	-0.0299353084146145	-0.018930216733813
LV3003047130	-0.0399272538923338	-0.0253457532036779	0.0967993275454703	-0.0308084875603626	0.0121247213279388	0.0108737651974725	-0.0551699088478456	-0.00639106121257862	-0.0289236629808387	-0.0241054892168748
LV3003047114	-0.0249984425159641	-0.0242785243464292	0.0205986895147062	-0.0324153673951375	-0.000680629400176231	0.0092786987734526	-0.0512680500028758	-0.0321544222845922	-0.0313485181838198	-0.0239153808654756
LV3003047097	-0.0294682272840518	-0.018475752528757	0.114130148297942	-0.0256573723796964	0.0313282158104043	0.0255456417922042	-0.0458287772517218	-0.00891415320936507	-0.0313539748749445	-0.0218755291326104
