core	mg	al	si	p	s	cl	ar	k	ca	ti	v	cr	mn	fe	ni	cu	zn	ge	as	se	br	rb	sr	y	zr	nb	mo	sn	sb	ba	la	ce	nd	sm	eu	tm	yb	hg	pb	at	u	depth_in_core_cm	ga	ru	bi	ag	cd	te	y_bp
GeoB25202	76	1271	13328	130	1184	22983	NA	11716	39265	6491	NA	-6	1070	52190	2362	199	468	NA	NA	NA	1071	2332	10046	NA	5544	395	103	1051	NA	2862	NA	NA	NA	NA	NA	NA	NA	NA	63	NA	NA	117	95	18105	27	150851	97	769	41574
GeoB25202	75	1016	11107	76	1335	25162	NA	8760	45184	5782	NA	-152	1009	46011	2384	198	366	NA	NA	NA	1174	1437	12541	NA	3804	422	283	956	NA	2350	NA	NA	NA	NA	NA	NA	NA	NA	67	NA	NA	118	82	17738	23	151354	90	914	42266
GeoB25202	80	1202	13671	138	1239	23032	NA	10084	49015	6588	NA	76	1220	48415	2409	192	482	NA	NA	NA	1165	1342	12513	NA	5026	534	273	951	NA	2459	NA	NA	NA	NA	NA	NA	NA	NA	60	NA	NA	119	118	18109	40	152216	68	747	42867
GeoB25202	54	1518	16789	110	1093	21112	NA	11397	51475	6901	NA	51	827	49782	2472	212	420	NA	NA	NA	1258	1512	12054	NA	4396	681	446	1158	NA	2528	NA	NA	NA	NA	NA	NA	NA	NA	45	NA	NA	120	58	18570	19	156509	89	778	43343
GeoB25202	85	1342	13443	106	1284	23646	NA	10470	44282	6783	NA	142	1310	52529	2378	186	421	NA	NA	NA	1441	1540	10824	NA	4111	672	358	1139	NA	2225	NA	NA	NA	NA	NA	NA	NA	NA	58	NA	NA	121	83	19616	15	157472	61	760	44399
GeoB25202	83	1135	12294	134	1280	24422	NA	9936	44795	6283	NA	-4	1223	48896	2375	194	474	NA	NA	NA	1424	1658	11690	NA	4510	701	395	1053	NA	2150	NA	NA	NA	NA	NA	NA	NA	NA	53	NA	NA	122	105	20024	19	158838	80	814	45446
GeoB25202	85	1066	10777	98	1326	26199	NA	9131	39882	6160	NA	74	757	48235	2420	232	424	NA	NA	NA	1466	1481	11333	NA	4230	642	206	1272	NA	2334	NA	NA	NA	NA	NA	NA	NA	NA	22	NA	NA	123	110	19731	29	157294	53	825	46498
GeoB25202	56	1003	11246	30	1252	25644	NA	9341	38471	6404	NA	3	1098	47743	2474	176	427	NA	NA	NA	1413	1557	10630	NA	4814	831	195	2511	NA	812	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	124	94	19633	21	155588	93	598	47534
GeoB25202	72	1121	12325	88	1268	25147	NA	9546	41483	6192	NA	-23	1151	48966	2330	211	457	NA	NA	NA	1268	1618	11894	NA	5133	696	310	1375	NA	1952	NA	NA	NA	NA	NA	NA	NA	NA	48	NA	NA	125	84	19208	21	154153	79	885	48494
GeoB25202	79	1280	13531	103	1104	23145	NA	10681	43927	6578	NA	104	1043	50795	2320	224	478	NA	NA	NA	1281	1648	11650	NA	5162	447	181	2590	NA	1012	NA	NA	NA	NA	NA	NA	NA	NA	72	NA	NA	126	114	17606	38	152553	55	358	48946
GeoB25202	80	1275	13441	113	1145	23368	NA	10271	45702	6405	NA	-52	1008	48849	2384	178	412	NA	NA	NA	1191	1440	12405	NA	6668	682	198	1034	NA	2169	NA	NA	NA	NA	NA	NA	NA	NA	44	NA	NA	127	95	17510	38	153311	88	890	49379
GeoB25202	84	1527	16748	123	1118	21591	NA	11628	52518	6865	NA	63	953	48658	2336	167	424	NA	NA	NA	1180	1567	11855	NA	6111	568	180	1336	NA	2594	NA	NA	NA	NA	NA	NA	NA	NA	53	NA	NA	128	129	17710	40	153041	74	1035	49775
GeoB25202	86	1380	14583	117	1177	23127	NA	10302	54083	6556	NA	24	1024	46916	2252	191	393	NA	NA	NA	1014	1546	13055	NA	6569	704	408	921	NA	2440	NA	NA	NA	NA	NA	NA	NA	NA	73	NA	NA	129	87	16391	28	153566	116	852	50162
GeoB25202	72	999	10721	116	1317	25519	NA	8907	53365	5857	NA	31	1030	44381	2235	207	400	NA	NA	NA	959	1518	13458	NA	5021	713	314	1348	NA	2300	NA	NA	NA	NA	NA	NA	NA	NA	52	NA	NA	130	117	17333	31	153361	142	983	50549
GeoB25202	50	740	7949	64	1378	28508	NA	7955	52795	5326	NA	131	1061	44404	2413	177	410	NA	NA	NA	1062	1501	13433	NA	5250	632	512	1015	NA	2823	NA	NA	NA	NA	NA	NA	NA	NA	53	NA	NA	131	99	17259	24	153255	76	992	50903
GeoB25202	71	867	8696	89	1406	28190	NA	8160	44352	5480	NA	96	1061	45657	2436	198	439	NA	NA	NA	1193	1591	13109	NA	5681	684	450	7966	NA	2538	NA	NA	NA	NA	NA	NA	NA	NA	77	NA	NA	132	97	16742	13	65539	-117	979	51262
GeoB25202	36	1067	11343	95	1118	24714	NA	9260	48231	6552	NA	20	1197	48891	2353	201	433	NA	NA	NA	1070	1314	13523	NA	5329	729	176	1159	NA	2133	NA	NA	NA	NA	NA	NA	NA	NA	52	NA	NA	133	115	16501	15	151992	106	816	51621
GeoB25202	68	783	9141	63	1261	26734	NA	8300	48406	5903	NA	181	1188	46183	2438	170	385	NA	NA	NA	1153	1357	14120	NA	5113	537	389	7678	NA	2992	NA	NA	NA	NA	NA	NA	NA	NA	93	NA	NA	134	86	17177	28	56958	-85	822	51980
GeoB25202	78	1000	10505	121	1241	26954	NA	9002	42006	6739	NA	-36	1322	51734	2391	171	404	NA	NA	NA	1236	1550	12145	NA	5135	727	519	1145	NA	2458	NA	NA	NA	NA	NA	NA	NA	NA	71	NA	NA	135	104	18186	21	150269	98	844	52309
GeoB25202	59	990	10186	107	1385	26773	NA	8279	35463	5884	NA	22	1113	50753	2545	239	468	NA	NA	NA	1484	1447	10025	NA	5198	719	445	1092	NA	1893	NA	NA	NA	NA	NA	NA	NA	NA	73	NA	NA	136	90	18473	20	150929	52	891	52636
GeoB25202	78	1332	13599	117	1154	23885	NA	10177	38200	6791	NA	15	1359	54738	2428	236	576	NA	NA	NA	1313	1884	10119	NA	5915	772	117	1164	NA	2742	NA	NA	NA	NA	NA	NA	NA	NA	83	NA	NA	137	121	18255	36	150826	97	899	52985
GeoB25202	40	950	10649	115	1253	26751	NA	9532	36867	6311	NA	-36	1455	54320	2430	209	546	NA	NA	NA	1329	2073	10081	NA	6625	791	133	921	NA	2964	NA	NA	NA	NA	NA	NA	NA	NA	53	NA	NA	138	97	18339	50	151502	100	933	53331
GeoB25202	34	988	10626	83	1239	26181	NA	9324	35739	6574	NA	-49	1677	54961	2437	237	472	NA	NA	NA	1279	1967	10253	NA	6855	965	407	1712	NA	2552	NA	NA	NA	NA	NA	NA	NA	NA	79	NA	NA	139	131	18367	24	151690	86	862	53700
GeoB25202	52	1027	11039	79	1310	27501	NA	8889	40270	5988	NA	43	1203	47824	2429	191	491	NA	NA	NA	1364	1652	12239	NA	5890	822	58	1051	NA	2564	NA	NA	NA	NA	NA	NA	NA	NA	71	NA	NA	140	89	18305	17	152186	101	791	54050
GeoB25202	85	883	10041	97	1316	27631	NA	7763	36820	5607	NA	-57	891	43415	2363	176	515	NA	NA	NA	1445	1412	12276	NA	6615	917	302	1258	NA	2506	NA	NA	NA	NA	NA	NA	NA	NA	63	NA	NA	141	113	19086	54	150859	116	772	54453
GeoB25202	115	1875	18497	196	1149	22821	NA	11294	47775	7389	NA	-3	1235	53391	2332	206	514	NA	NA	NA	1311	1569	13106	NA	6392	728	269	1046	NA	2011	NA	NA	NA	NA	NA	NA	NA	NA	53	NA	NA	142	112	18060	12	151741	72	804	54886
GeoB25202	74	1206	13142	115	1171	26100	NA	9690	46907	6710	NA	130	974	48270	2379	168	478	NA	NA	NA	1254	1454	13357	NA	6293	535	176	1155	NA	2125	NA	NA	NA	NA	NA	NA	NA	NA	63	NA	NA	143	129	17909	20	152583	63	865	55410
GeoB25202	81	1096	11445	75	1309	27827	NA	9001	46340	6106	NA	21	1034	47110	2422	216	546	NA	NA	NA	1393	1553	13122	NA	6507	823	192	1079	NA	2524	NA	NA	NA	NA	NA	NA	NA	NA	77	NA	NA	144	145	18186	37	152380	73	874	55930
GeoB25202	51	681	7594	85	1416	29756	NA	7834	30776	5196	NA	-82	838	45254	2398	202	626	NA	NA	NA	1288	1648	12036	NA	8642	1014	310	1081	NA	2513	NA	NA	NA	NA	NA	NA	NA	NA	72	NA	NA	145	151	17587	60	157058	85	732	56413
GeoB25202	32	844	9047	67	1379	28557	NA	9052	33491	5467	NA	-81	1027	45880	2391	156	668	NA	NA	NA	1222	1681	11321	NA	10167	1454	69	1016	NA	2727	NA	NA	NA	NA	NA	NA	NA	NA	43	NA	NA	146	133	17539	35	159968	76	727	56782
GeoB25202	52	629	8193	25	1419	29509	NA	8513	30770	4406	NA	-107	1056	40070	2326	158	692	NA	NA	NA	1119	1629	10917	NA	11645	1773	78	986	NA	2326	NA	NA	NA	NA	NA	NA	NA	NA	59	NA	NA	147	127	17995	13	158986	65	816	57150
GeoB25202	59	763	8810	14	1358	29249	NA	8751	27580	4664	NA	-64	853	41970	2355	174	711	NA	NA	NA	1204	1809	10834	NA	9930	1444	76	1155	NA	2521	NA	NA	NA	NA	NA	NA	NA	NA	60	NA	NA	148	186	17378	28	156493	67	846	57543
GeoB25202	62	650	7410	69	1368	29734	NA	7916	27212	4070	NA	8	783	38432	2288	166	697	NA	NA	NA	1251	1772	9975	NA	8950	1508	60	942	NA	2269	NA	NA	NA	NA	NA	NA	NA	NA	61	NA	NA	149	119	18449	7	156260	93	709	57963
GeoB25202	37	431	5704	45	1521	30820	NA	7657	22506	3214	NA	-27	807	32386	2274	145	717	NA	NA	NA	1166	1852	10477	NA	11128	1666	77	1120	NA	2447	NA	NA	NA	NA	NA	NA	NA	NA	61	NA	NA	150	150	17340	30	155791	110	739	58399
GeoB25202	43	545	7883	5	1381	28440	NA	9146	26866	2791	NA	-58	832	30635	2425	122	1098	NA	NA	NA	1141	2223	7407	NA	22240	3503	-17	1130	NA	2839	NA	NA	NA	NA	NA	NA	NA	NA	41	NA	NA	151	194	17097	50	156125	76	720	58507
GeoB25202	48	541	8078	50	1483	29783	NA	10064	21773	2740	NA	-94	784	30496	2311	114	1050	NA	NA	NA	1076	2254	6837	NA	25924	4171	347	1109	NA	2922	NA	NA	NA	NA	NA	NA	NA	NA	69	NA	NA	152	194	16545	29	155785	68	714	58611
GeoB25202	55	576	9374	23	1417	28703	NA	12006	13620	2798	NA	-106	982	34326	2346	119	1204	NA	NA	NA	1168	2464	4303	NA	28835	4543	-102	1117	NA	3297	NA	NA	NA	NA	NA	NA	NA	NA	56	NA	NA	153	244	16584	59	155859	78	707	58715
GeoB25202	37	547	8904	23	1508	29195	NA	12077	11378	2558	NA	-12	833	33479	2275	125	1308	NA	NA	NA	1175	2758	3025	NA	32150	5412	31	6820	NA	3728	NA	NA	NA	NA	NA	NA	NA	NA	88	NA	NA	154	258	17285	42	43889	128	1108	58813
GeoB25202	43	706	12129	43	1469	27080	NA	13771	13434	2951	NA	-27	898	35222	2449	136	1391	NA	NA	NA	1100	2769	3096	NA	34866	5612	574	1328	NA	3348	NA	NA	NA	NA	NA	NA	NA	NA	65	NA	NA	155	259	17678	43	154989	100	703	58903
GeoB25202	39	630	11624	16	1363	27816	NA	14558	9539	3208	NA	-136	990	36632	2329	97	1399	NA	NA	NA	1165	2913	2716	NA	34556	5297	223	1129	NA	3409	NA	NA	NA	NA	NA	NA	NA	NA	45	NA	NA	156	302	17800	28	154463	98	904	59091
GeoB25202	38	632	10434	-3	1408	27816	NA	13918	7716	2783	NA	-33	896	36725	2441	119	1299	NA	NA	NA	1190	2742	2428	NA	35558	5569	74	1177	NA	3436	NA	NA	NA	NA	NA	NA	NA	NA	62	NA	NA	157	261	17286	34	152798	178	796	59280
GeoB25202	38	402	6191	25	1620	30203	NA	10099	9661	2598	NA	9	1001	34196	2343	123	1201	NA	NA	NA	1130	2694	3043	NA	33664	4950	74	1176	NA	3504	NA	NA	NA	NA	NA	NA	NA	NA	51	NA	NA	158	271	17807	38	154126	107	862	59470
GeoB25202	67	493	5234	30	1505	31642	NA	6746	36598	3330	NA	-7	867	33245	2285	146	604	NA	NA	NA	935	1394	12341	NA	9985	1623	496	1037	NA	2450	NA	NA	NA	NA	NA	NA	NA	NA	51	NA	NA	159	132	15747	28	154588	55	925	59650
GeoB25202	62	543	5905	25	1411	31608	NA	6257	44290	3905	NA	-20	871	36293	2252	193	468	NA	NA	NA	882	1276	15160	NA	5549	806	300	1108	NA	2334	NA	NA	NA	NA	NA	NA	NA	NA	66	NA	NA	160	117	16489	29	155954	102	909	59826
GeoB25202	70	836	8633	135	1400	28184	NA	7246	52757	4509	NA	-11	763	39058	2340	192	376	NA	NA	NA	945	1350	14819	NA	4222	461	304	923	NA	2583	NA	NA	NA	NA	NA	NA	NA	NA	59	NA	NA	161	97	16458	22	156799	123	857	61170
GeoB25202	62	778	7685	126	1504	28511	NA	6866	49185	4748	NA	-4	628	43344	2384	203	422	NA	NA	NA	1064	1546	13825	NA	4124	323	323	1071	NA	2683	NA	NA	NA	NA	NA	NA	NA	NA	68	NA	NA	162	106	17178	21	154504	66	885	62526
GeoB25202	53	567	5968	68	1371	30223	NA	6925	42630	4766	NA	74	809	43601	2291	205	426	NA	NA	NA	1066	1634	12665	NA	4208	723	280	959	NA	2009	NA	NA	NA	NA	NA	NA	NA	NA	44	NA	NA	163	91	17645	30	154811	89	728	63900
GeoB25202	59	558	5712	70	1469	29242	NA	6251	45353	4398	NA	147	717	40714	2293	200	355	NA	NA	NA	1169	1525	13131	NA	4306	588	442	970	NA	1811	NA	NA	NA	NA	NA	NA	NA	NA	77	NA	NA	164	98	16810	14	156454	84	704	65273
GeoB25202	87	683	6860	42	1357	27809	NA	6224	59660	4754	NA	198	932	40207	2285	197	345	NA	NA	NA	1063	1110	14710	NA	4177	568	203	954	NA	1733	NA	NA	NA	NA	NA	NA	NA	NA	69	NA	NA	165	72	17024	32	153535	93	787	66655
GeoB25202	72	795	7548	112	1384	27202	NA	5951	77674	5075	NA	211	1022	40461	2329	182	307	NA	NA	NA	1039	810	17118	NA	3046	474	218	806	NA	1667	NA	NA	NA	NA	NA	NA	NA	NA	58	NA	NA	166	42	15923	23	153382	62	712	67201
GeoB25202	57	694	6642	101	1369	27586	NA	5431	107698	4658	NA	177	805	36415	2164	198	325	NA	NA	NA	922	867	18369	NA	2703	397	332	936	NA	1619	NA	NA	NA	NA	NA	NA	NA	NA	47	NA	NA	167	96	15075	13	152504	79	653	67809
GeoB25202	64	702	6878	155	1366	25496	NA	5512	148692	4385	NA	203	1021	33660	2331	174	325	NA	NA	NA	873	780	19299	NA	2282	361	272	909	NA	1734	NA	NA	NA	NA	NA	NA	NA	NA	56	NA	NA	168	68	15589	22	152318	100	725	68489
GeoB25202	80	864	8374	166	1130	23864	NA	5722	169012	4515	NA	165	1032	32564	2211	124	251	NA	NA	NA	946	614	21269	NA	2683	599	324	772	NA	1998	NA	NA	NA	NA	NA	NA	NA	NA	47	NA	NA	169	37	15269	24	151793	71	827	69134
GeoB25202	75	538	5519	163	1458	26296	NA	5215	130564	4340	NA	205	1041	34793	2267	195	241	NA	NA	NA	1037	699	18674	NA	2537	308	108	811	NA	1547	NA	NA	NA	NA	NA	NA	NA	NA	42	NA	NA	170	35	15897	29	152205	93	705	69709
GeoB25202	73	596	6522	106	1318	25449	NA	5217	133191	4032	NA	210	961	31794	2200	196	248	NA	NA	NA	954	716	20616	NA	2448	434	264	842	NA	1282	NA	NA	NA	NA	NA	NA	NA	NA	49	NA	NA	171	70	15831	28	154033	48	647	70314
GeoB25202	64	681	7305	109	1177	24185	NA	5521	126842	4025	NA	205	847	31917	2184	213	291	NA	NA	NA	881	853	18749	NA	2623	401	382	847	NA	1712	NA	NA	NA	NA	NA	NA	NA	NA	66	NA	NA	172	81	15739	32	155159	34	667	70948
GeoB25202	64	794	9070	184	1076	19931	NA	6328	137932	4704	NA	238	926	33635	2103	179	291	NA	NA	NA	933	833	18780	NA	2718	596	364	874	NA	1563	NA	NA	NA	NA	NA	NA	NA	NA	67	NA	NA	173	58	15544	41	154730	82	693	71576
GeoB25202	87	1024	10639	172	967	17119	NA	6122	169641	4335	NA	211	888	31229	2205	170	219	NA	NA	NA	956	656	21275	NA	2127	389	253	881	NA	1453	NA	NA	NA	NA	NA	NA	NA	NA	42	NA	NA	174	45	15838	20	155704	72	798	72203
GeoB25202	44	585	6374	63	871	14757	NA	4044	119424	4211	NA	240	660	20757	2028	102	377	NA	NA	NA	508	323	12280	NA	1377	470	238	794	NA	1044	NA	NA	NA	NA	NA	NA	NA	NA	37	NA	NA	175	24	12007	8	156137	98	562	72834
GeoB25202	72	1100	10866	134	1071	22961	NA	7125	166887	5142	NA	109	986	34497	2276	170	291	NA	NA	NA	1013	739	20667	NA	2361	384	191	1044	NA	1425	NA	NA	NA	NA	NA	NA	NA	NA	54	NA	NA	177	45	16061	19	155476	83	764	74020
GeoB25202	51	645	6672	94	1411	27735	NA	5764	143727	4725	NA	236	906	32608	2259	164	259	NA	NA	NA	990	724	21134	NA	2494	401	208	1088	NA	1618	NA	NA	NA	NA	NA	NA	NA	NA	58	NA	NA	178	62	15308	23	155759	118	877	74574
GeoB25202	79	641	6232	72	1318	27792	NA	5403	138135	4465	NA	120	992	30563	2219	152	290	NA	NA	NA	959	478	23139	NA	2026	299	176	952	NA	1441	NA	NA	NA	NA	NA	NA	NA	NA	36	NA	NA	179	55	14985	18	155811	71	816	75087
GeoB25202	57	847	8599	104	1416	26737	NA	6956	121105	5174	NA	323	1014	37259	2284	196	293	NA	NA	NA	989	615	21516	NA	1988	276	242	1004	NA	1408	NA	NA	NA	NA	NA	NA	NA	NA	35	NA	NA	180	92	15496	26	154369	96	755	75615
GeoB25202	59	659	6366	94	1473	30430	NA	6477	72846	5905	NA	146	1225	46861	2384	282	441	NA	NA	NA	1226	1105	15788	NA	3292	633	295	958	NA	1713	NA	NA	NA	NA	NA	NA	NA	NA	69	NA	NA	181	74	17155	13	153580	83	797	76202
GeoB25202	45	531	4879	78	1486	31525	NA	5814	49432	5921	NA	233	1120	49058	2404	302	443	NA	NA	NA	1441	1108	14249	NA	3408	361	344	1254	NA	2130	NA	NA	NA	NA	NA	NA	NA	NA	76	NA	NA	182	51	18113	31	153974	55	875	76738
GeoB25202	57	572	6606	156	1436	29397	NA	6504	73026	6329	NA	215	1235	49332	2371	283	361	NA	NA	NA	1263	1022	16312	NA	3126	418	292	1240	NA	2175	NA	NA	NA	NA	NA	NA	NA	NA	58	NA	NA	183	51	17532	45	153399	92	833	77345
GeoB25202	38	703	6985	106	1431	28857	NA	5990	102292	5971	NA	235	1185	43267	2335	235	350	NA	NA	NA	1125	658	18846	NA	2762	392	113	1213	NA	1678	NA	NA	NA	NA	NA	NA	NA	NA	37	NA	NA	184	56	16137	23	153559	86	802	78028
GeoB25202	61	734	7037	85	1367	28282	NA	5105	121760	5475	NA	142	938	36027	2335	179	230	NA	NA	NA	1042	475	22124	NA	1826	369	99	1128	NA	1562	NA	NA	NA	NA	NA	NA	NA	NA	50	NA	NA	185	73	14838	46	153795	111	832	78698
GeoB25202	62	703	7028	111	1331	28683	NA	5322	127464	5557	NA	175	1086	36665	2293	199	234	NA	NA	NA	1014	492	21872	NA	1740	401	139	1092	NA	1655	NA	NA	NA	NA	NA	NA	NA	NA	42	NA	NA	186	57	15451	35	153407	72	838	79353
GeoB25202	64	731	7513	85	1321	27294	NA	5665	127644	5919	NA	167	1191	38453	2242	228	331	NA	NA	NA	966	508	22044	NA	1943	268	451	1133	NA	1654	NA	NA	NA	NA	NA	NA	NA	NA	32	NA	NA	187	70	15265	47	152663	79	849	79983
GeoB25202	83	674	6979	115	1378	28824	NA	5433	114077	6027	NA	172	1237	40341	2297	191	248	NA	NA	NA	952	495	21099	NA	2177	513	304	835	NA	1892	NA	NA	NA	NA	NA	NA	NA	NA	60	NA	NA	188	55	15136	22	152850	52	782	80632
GeoB25202	68	910	9478	124	1300	26323	NA	6909	102996	6420	NA	195	1256	44678	2267	194	290	NA	NA	NA	946	613	20548	NA	2692	350	585	1143	NA	2118	NA	NA	NA	NA	NA	NA	NA	NA	42	NA	NA	189	72	15510	37	153866	65	864	81320
GeoB25202	83	1028	10744	133	1294	25808	NA	7058	102176	6823	NA	320	1234	45326	2260	223	307	NA	NA	NA	1038	670	19221	NA	2877	520	414	1187	NA	1984	NA	NA	NA	NA	NA	NA	NA	NA	48	NA	NA	190	68	15931	46	152048	47	791	82021
GeoB25202	57	798	8501	144	1352	27362	NA	6334	92575	6761	NA	229	1270	45693	2308	216	331	NA	NA	NA	1094	667	18672	NA	2521	305	368	1091	NA	2059	NA	NA	NA	NA	NA	NA	NA	NA	53	NA	NA	191	62	16162	19	152767	156	887	82936
GeoB25202	47	691	7549	114	1462	28250	NA	5926	83203	5760	NA	104	1036	41119	2290	159	277	NA	NA	NA	1055	689	19606	NA	2361	416	506	866	NA	1893	NA	NA	NA	NA	NA	NA	NA	NA	60	NA	NA	192	29	15706	12	152872	63	912	83851
GeoB25202	34	624	6643	82	1467	30382	NA	5365	73493	5758	NA	170	1028	43293	2268	193	324	NA	NA	NA	1153	726	18073	NA	2430	338	285	1004	NA	2392	NA	NA	NA	NA	NA	NA	NA	NA	53	NA	NA	193	65	16175	18	153095	44	738	84774
GeoB25202	51	630	6407	73	1428	30185	NA	5805	71249	6185	NA	228	1159	44222	2308	237	325	NA	NA	NA	1212	705	17485	NA	2849	571	257	1217	NA	2149	NA	NA	NA	NA	NA	NA	NA	NA	57	NA	NA	194	76	16519	19	152881	77	813	85734
GeoB25202	33	471	4927	56	1524	32437	NA	5042	61201	5306	NA	81	1060	41846	2404	225	351	NA	NA	NA	1156	711	17765	NA	2783	517	290	1036	NA	2083	NA	NA	NA	NA	NA	NA	NA	NA	28	NA	NA	195	73	16619	47	151834	108	846	86636
GeoB25202	38	661	7232	127	1518	28881	NA	5631	70122	5570	NA	124	1044	40985	2232	181	328	NA	NA	NA	1131	643	18336	NA	2597	515	371	918	NA	2006	NA	NA	NA	NA	NA	NA	NA	NA	52	NA	NA	196	64	16670	25	151661	71	858	87929
GeoB25202	61	501	5207	72	1509	31232	NA	4857	62919	4768	NA	142	806	38721	2301	162	276	NA	NA	NA	1180	692	18500	NA	2053	654	413	1122	NA	2262	NA	NA	NA	NA	NA	NA	NA	NA	33	NA	NA	197	67	16686	28	151387	56	733	89226
GeoB25202	72	602	6080	107	1574	31018	NA	5359	87743	5327	NA	184	996	38233	2319	185	245	NA	NA	NA	1125	592	19719	NA	2338	364	244	865	NA	1674	NA	NA	NA	NA	NA	NA	NA	NA	54	NA	NA	198	56	16026	12	151940	42	787	90515
GeoB25202	56	543	6071	145	1553	30789	NA	5187	99652	4826	NA	129	982	34150	2253	177	242	NA	NA	NA	985	514	20894	NA	2099	281	249	912	NA	1672	NA	NA	NA	NA	NA	NA	NA	NA	58	NA	NA	199	57	15545	36	152380	71	634	91668
GeoB25202	34	497	5128	54	1534	30509	NA	4396	91974	4320	NA	109	815	32601	2161	175	296	NA	NA	NA	971	530	20452	NA	2601	396	321	856	NA	1654	NA	NA	NA	NA	NA	NA	NA	NA	45	NA	NA	200	64	14805	21	152536	65	739	92785
GeoB25202	89	566	6534	98	1479	29495	NA	5206	112918	5323	NA	315	1142	37974	2253	190	284	NA	NA	NA	1032	582	20067	NA	2587	446	402	1023	NA	1943	NA	NA	NA	NA	NA	NA	NA	NA	65	NA	NA	201	49	14684	19	152413	69	798	94575
GeoB25202	59	507	5821	81	1466	29882	NA	5163	92216	5546	NA	110	1100	41350	2247	206	343	NA	NA	NA	1020	550	18463	NA	3121	548	112	955	NA	2058	NA	NA	NA	NA	NA	NA	NA	NA	50	NA	NA	202	51	15154	20	152931	65	761	96200
GeoB25202	64	450	4830	114	1487	31086	NA	4825	107501	5020	NA	174	1195	39145	2232	213	306	NA	NA	NA	1138	588	18232	NA	3061	329	284	1091	NA	1951	NA	NA	NA	NA	NA	NA	NA	NA	35	NA	NA	203	53	15904	71	152895	114	820	97968
GeoB25202	27	459	4630	28	1464	31338	NA	4424	100421	4938	NA	27	1017	36755	2326	242	341	NA	NA	NA	1026	602	18883	NA	2471	464	372	1053	NA	1997	NA	NA	NA	NA	NA	NA	NA	NA	40	NA	NA	204	12	16342	15	153559	80	713	100043
GeoB25202	60	601	6835	72	1346	28129	NA	5343	130147	5323	NA	88	1076	36914	2316	220	312	NA	NA	NA	1013	520	20572	NA	2235	256	194	828	NA	1725	NA	NA	NA	NA	NA	NA	NA	NA	40	NA	NA	205	67	15590	16	152793	67	949	101906
GeoB25202	57	710	7560	99	1355	27506	NA	6140	125240	5735	NA	246	978	38750	2360	176	308	NA	NA	NA	1015	515	20514	NA	2829	481	368	1042	NA	1856	NA	NA	NA	NA	NA	NA	NA	NA	35	NA	NA	206	74	15960	23	151836	64	875	102685
GeoB25202	26	666	7011	100	1472	28101	NA	5910	112023	5473	NA	380	1136	38428	2232	230	287	NA	NA	NA	982	635	19527	NA	2913	372	410	1237	NA	1717	NA	NA	NA	NA	NA	NA	NA	NA	48	NA	NA	207	61	15956	25	150523	135	689	103497
GeoB25202	71	722	7770	73	1390	27766	NA	6328	113196	5460	NA	142	1208	39182	2274	234	279	NA	NA	NA	999	693	19770	NA	2544	447	390	1019	NA	1995	NA	NA	NA	NA	NA	NA	NA	NA	57	NA	NA	208	80	15747	20	151813	62	793	104441
GeoB25202	62	693	7514	106	1297	27073	NA	6608	110122	5498	NA	94	1264	38328	2257	161	312	NA	NA	NA	1004	901	19153	NA	2881	327	416	1026	NA	2430	NA	NA	NA	NA	NA	NA	NA	NA	45	NA	NA	209	79	16383	13	150305	83	856	105208
GeoB25202	64	702	8068	132	1404	27619	NA	5830	129651	4908	NA	137	1095	32765	2215	173	219	NA	NA	NA	1011	601	20874	NA	2297	352	447	1092	NA	1796	NA	NA	NA	NA	NA	NA	NA	NA	35	NA	NA	210	60	15260	14	151194	96	896	105949
GeoB25202	78	709	7956	112	1334	26946	NA	5815	133169	5208	NA	246	1116	34204	2227	215	245	NA	NA	NA	1134	688	20818	NA	2935	406	349	1042	NA	1995	NA	NA	NA	NA	NA	NA	NA	NA	73	NA	NA	211	26	15996	8	150324	63	796	107396
GeoB25202	64	778	8304	104	1323	26187	NA	5559	154220	4265	NA	187	983	27628	2329	199	212	NA	NA	NA	1055	633	21296	NA	2656	332	325	878	NA	1988	NA	NA	NA	NA	NA	NA	NA	NA	51	NA	NA	212	52	15867	33	151385	65	849	108345
GeoB25202	56	699	8012	228	1336	26617	NA	5329	157294	3632	NA	229	888	24278	2245	188	269	NA	NA	NA	973	607	20073	NA	2811	422	273	983	NA	2406	NA	NA	NA	NA	NA	NA	NA	NA	39	NA	NA	213	33	16039	19	150629	44	736	109192
GeoB25202	77	689	7838	187	1366	26068	NA	5143	179224	3749	NA	136	1199	23984	2288	189	235	NA	NA	NA	927	553	22341	NA	2608	322	501	998	NA	2177	NA	NA	NA	NA	NA	NA	NA	NA	46	NA	NA	214	44	16324	30	150433	66	786	110069
GeoB25202	80	883	9904	134	1281	24269	NA	5938	190380	3806	NA	231	1127	23933	2316	142	191	NA	NA	NA	992	513	22145	NA	2820	454	277	980	NA	2445	NA	NA	NA	NA	NA	NA	NA	NA	64	NA	NA	215	32	16028	15	151008	111	807	110983
GeoB25202	96	1016	10379	170	1267	23138	NA	6600	170940	4293	NA	191	1029	26776	2261	183	267	NA	NA	NA	966	805	20366	NA	3046	500	398	1155	NA	2676	NA	NA	NA	NA	NA	NA	NA	NA	60	NA	NA	216	43	16899	34	149913	85	868	112317
