state	module	index	analysis_set	n	median_centered	mean_centered	p_value	status	q_value	direction
5	leiden5	OAP	exclude_grey	35	-87.0454882637022	-85.903137139094	1.58950927033695e-05	ok	3.07305125598478e-05	depleted
2	leiden1	OAP	exclude_grey	34	181.119364410408	58.3778130702551	0.273877370848343	ok	0.283658705521498	no_call
2	leiden5	OAP	exclude_grey	36	-345.721709157829	-280.482102931397	2.95538969564609e-06	ok	6.59279239797975e-06	depleted
4	leiden4	OAP	exclude_grey	48	-59.6030058933762	-80.7831157469079	3.93942932498525e-07	ok	1.26937167138414e-06	depleted
4	leiden1	OAP	exclude_grey	48	87.9933916178769	73.3303363086863	4.9821323527415e-05	ok	9.03011488934396e-05	enriched
4	leiden2	OAP	exclude_grey	48	115.522444151669	109.111748484432	2.30885378688691e-09	ok	3.34783799098602e-08	enriched
4	leiden5	OAP	exclude_grey	46	-185.86682063357	-185.544375755845	4.14552288221866e-08	ok	2.00366939307235e-07	depleted
4	leiden6	OAP	exclude_grey	43	107.226051440387	100.121713200874	9.37406501124492e-05	ok	0.00015991052078006	enriched
4	leiden3	OAP	exclude_grey	48	-19.5985324867565	-13.5379770226416	0.261398554658363	ok	0.280761410558983	no_call
2	leiden6	OAP	exclude_grey	5	160.678905457605	148.097133006872		insufficient_n		no_call
3	leiden1	MGI	exclude_grey	32	-1.78692996332419	0.805733380803736	0.919080601875762	ok	1	no_call
3	leiden2	MGI	exclude_grey	32	-1.99416237072281	-1.92239743077229	8.80366976890794e-06	ok	6.45602449719915e-05	depleted
3	leiden3	MGI	exclude_grey	32	-1.99416237072281	-1.92239743077229	8.80366976890794e-06	ok	6.45602449719915e-05	depleted
3	leiden4	MGI	exclude_grey	32	-1.99416237072281	-1.92239743077229	8.80366976890794e-06	ok	6.45602449719915e-05	depleted
3	leiden5	MGI	exclude_grey	32	8.75350447977182	6.31734968955936	1.76865143677082e-05	ok	9.72758290223951e-05	enriched
3	leiden6	MGI	exclude_grey	24	-1.88422401711132	-1.80785437072829	0.000214092025846018	ok	0.00094200491372248	depleted
1	leiden3	MGI	exclude_grey	60	0	-0.0317740301112144	1	ok	1	no_call
1	leiden4	MGI	exclude_grey	60	0	-0.0317740301112144	1	ok	1	no_call
1	leiden1	MGI	exclude_grey	60	0	-0.0317740301112144	1	ok	1	no_call
1	leiden2	MGI	exclude_grey	60	0	-0.0317740301112144	1	ok	1	no_call
