sample	module	module_abundance	core	age_kyr	state	state_label	index	value	sample_mean	centered	analysis_set
LV7008886778	leiden1	0.0115776905765658	GeoB25202_R1	68.149	1	IG-D	MII	-1.33143387313937	-2.17030750193799	0.838873628798618	include_grey
LV7008886778	grey	0.0553846125077953	GeoB25202_R1	68.149	1	IG-D	MII	-1.66207027838849	-2.17030750193799	0.508237223549501	include_grey
LV7008886778	leiden5	0.0133447773236957	GeoB25202_R1	68.149	1	IG-D	MII	-2.62292563573155	-2.17030750193799	-0.452618133793567	include_grey
LV7008886778	leiden6	0.000378661445813547	GeoB25202_R1	68.149	1	IG-D	MII	-0.939105409640326	-2.17030750193799	1.23120209229766	include_grey
LV7008886780	leiden3	0.125858970233577	GeoB25202_R2	102.2955	1	IG-D	MII	-1.81564031114726	-2.18019821679028	0.364557905643019	include_grey
LV7008886780	leiden4	0.687399303293714	GeoB25202_R2	102.2955	1	IG-D	MII	-2.81897535020672	-2.18019821679028	-0.638777133416443	include_grey
LV7008886780	leiden2	0.0929364028473693	GeoB25202_R2	102.2955	1	IG-D	MII	-2.73497065575579	-2.18019821679028	-0.554772438965504	include_grey
LV7008886780	leiden1	0.00948525133113057	GeoB25202_R2	102.2955	1	IG-D	MII	-1.58068052810185	-2.18019821679028	0.599517688688429	include_grey
LV7008886780	grey	0.0684731996802372	GeoB25202_R2	102.2955	1	IG-D	MII	-1.60812493203067	-2.18019821679028	0.572073284759616	include_grey
LV7008886780	leiden5	0.0158468726139716	GeoB25202_R2	102.2955	1	IG-D	MII	-2.5227975234994	-2.18019821679028	-0.342599306709115	include_grey
LV7008886781	leiden3	0.24325302658569	GeoB25202_R1	120.0235	2	IG-E	MII	-2.18065516640317	-1.79162861073283	-0.389026555670339	include_grey
LV7008886781	leiden4	0.60117443590878	GeoB25202_R1	120.0235	2	IG-E	MII	-3.52897349181894	-1.79162861073283	-1.73734488108611	include_grey
LV7008886781	leiden2	0.140650766198769	GeoB25202_R1	120.0235	2	IG-E	MII	-2.05184089359772	-1.79162861073283	-0.260212282864892	include_grey
LV7008886781	leiden1	0.0102159835900736	GeoB25202_R1	120.0235	2	IG-E	MII	-1.19667350184432	-1.79162861073283	0.594955108888507	include_grey
LV7008886781	grey	0.00470578771668745	GeoB25202_R1	120.0235	2	IG-E	MII	0	-1.79162861073283	1.79162861073283	include_grey
LV3003046936	leiden1	0.0675888164049875	ST8	22.905	3	IG-A	SRPI	-0.948116286936365	-0.899461608281972	-0.0486546786543937	include_grey
LV3003046936	leiden2	0.226342027148859	ST8	22.905	3	IG-A	SRPI	-0.811584224337001	-0.899461608281972	0.087877383944971	include_grey
