sample	module	module_abundance	OAP	MGI	MFI	DCI	MII	SRPI	tea_mode	n_taxa_input	n_taxa_with_comp	n_taxa_with_ko	n_taxa_with_oap	weight_supported_comp	weight_supported_ko	weight_supported_oap	n_taxa_in_module_sample	module_total_reads	core	age_kyr	state	state_label
LV7008886718	grey	0.0766362127223707	530.674872712452	-13.8155105579643	0	-2.37752020150855	-1.56877375712187	-0.405940637880791	ko	25	24	23	23	0.996408956485002	0.992529861351154	0.992529861351154	25	52074	GeoB25202_R2	79.0255	1	IG-D
LV7008886718	leiden6	0.000523917727256673	820	-13.8155105579643	0	0	-15.1191253108759	-9.21034037197618	ko	2	2	2	2	1	1	1	2	356	GeoB25202_R2	79.0255	1	IG-D
LV7008886718	leiden2	0.106284658040665	608.047666330865	-13.8155105579643	0	-0.913864857910713	-2.9584586250638	-0.808293623818134	ko	174	166	158	135	0.9775131542509	0.94465522016062	0.826377734699529	174	72220	GeoB25202_R2	79.0255	1	IG-D
LV7008886718	leiden5	0.0140692513274545	292.250859743613	-13.8155105579643	0	-11.5599208335636	-3.66277774224838	0.212060921841475	ko	14	14	14	14	1	1	1	14	9560	GeoB25202_R2	79.0255	1	IG-D
LV7008886719	leiden3	0.0939685717976636	472.466826025839	-13.8155105579643	0	-0.351335469930377	-3.67274752971437	0.197790121520672	ko	35	35	30	28	1	0.944789493064932	0.93388977537744	35	40735	GeoB25202_R1	87.2825	1	IG-D
LV7008886719	leiden4	0.713335301825161	288.521518568793	-13.8155105579643	0	-2.44833104818649	-2.64983231767124	-0.586839854095057	ko	279	278	262	235	0.999505219449726	0.941981321225762	0.893751536083408	279	309228	GeoB25202_R1	87.2825	1	IG-D
LV7008886719	grey	0.111772657648513	560.871072902407	-13.8155105579643	0	-0.781126830549087	-1.82513040753032	-0.456341535405447	ko	35	34	33	33	0.994922914989784	0.987534311600933	0.987534311600933	35	48453	GeoB25202_R1	87.2825	1	IG-D
LV7008886719	leiden2	0.0523718788639342	597.469163380513	-13.8155105579643	0	-2.36257533256744	-2.72046013623156	-0.656151206059018	ko	56	56	54	48	1	0.976346738316522	0.929921155794388	56	22703	GeoB25202_R1	87.2825	1	IG-D
LV7008886719	leiden1	0.00254673630206507	618.139719202899	-13.8155105579643	0	-14.294306939158	-2.26087347523408	-1.23460720721623	ko	8	8	8	8	1	1	1	8	1104	GeoB25202_R1	87.2825	1	IG-D
LV7008886719	leiden5	0.025232066731873	276.174238364488	-13.8155105579643	0	0.221221532535047	-2.35676991981544	0.13940290521047	ko	16	16	16	16	1	1	1	16	10938	GeoB25202_R1	87.2825	1	IG-D
LV7008886719	leiden6	0.000772786830789673	820	-13.8155105579643	0	13.0219656510886	-15.178780690087	-9.21034037197618	ko	3	3	3	3	1	1	1	3	335	GeoB25202_R1	87.2825	1	IG-D
LV7008886720	leiden3	0.184324854791895	372.09980360228	-13.8155105579643	0	-0.350225528922617	-2.02094891901107	0.12166876445358	ko	148	144	130	106	0.99548905204803	0.95031428249218	0.902011526659109	148	168479	GeoB25202_R2	109.6305	1	IG-D
