state	sample	module	core	age_kyr	state_label	index	centered	state_label_ref	state_label_source
1	LV3003047126	yellow	ST8	64.210824	state_03	OAP	-159.841118919251	state_03	G-A
1	LV3003047126	blue	ST8	64.210824	state_03	OAP	220.052438764531	state_03	G-A
1	LV3003047126	green	ST8	64.210824	state_03	OAP	220.052438764531	state_03	G-A
1	LV3003047128	grey	ST8	39.57797	state_03	OAP	3.37197629415056	state_03	G-A
1	LV3003047128	turquoise	ST8	39.57797	state_03	OAP	-94.7349391362549	state_03	G-A
1	LV3003047128	yellow	ST8	39.57797	state_03	OAP	128.421850852162	state_03	G-A
1	LV3003047128	blue	ST8	39.57797	state_03	OAP	320.238909263574	state_03	G-A
1	LV3003047128	brown	ST8	39.57797	state_03	OAP	-357.297797273632	state_03	G-A
1	LV3003047129	turquoise	ST8	36.0373	state_03	OAP	-23.026172502356	state_03	G-A
1	LV3003047129	grey	ST8	36.0373	state_03	OAP	62.433231273202	state_03	G-A
1	LV3003047129	yellow	ST8	36.0373	state_03	OAP	130.421583213393	state_03	G-A
1	LV3003047129	brown	ST8	36.0373	state_03	OAP	-448.283496794784	state_03	G-A
1	LV3003047129	blue	ST8	36.0373	state_03	OAP	278.454854810545	state_03	G-A
1	LV3003047130	grey	ST8	31.936	state_03	OAP	-69.4550218838533	state_03	G-A
1	LV3003047130	turquoise	ST8	31.936	state_03	OAP	-1.586796888214	state_03	G-A
1	LV3003047130	yellow	ST8	31.936	state_03	OAP	132.540624439681	state_03	G-A
1	LV3003047130	green	ST8	31.936	state_03	OAP	327.691172830469	state_03	G-A
1	LV3003047130	brown	ST8	31.936	state_03	OAP	-276.558827169531	state_03	G-A
1	LV3003047130	blue	ST8	31.936	state_03	OAP	-112.631151328552	state_03	G-A
1	LV3003047131	turquoise	ST8	28.2453333333333	state_03	OAP	-114.620784884907	state_03	G-A
1	LV3003047131	yellow	ST8	28.2453333333333	state_03	OAP	48.4253617759179	state_03	G-A
1	LV3003047131	grey	ST8	28.2453333333333	state_03	OAP	-9.64817195118303	state_03	G-A
1	LV3003047131	green	ST8	28.2453333333333	state_03	OAP	145.270350592015	state_03	G-A
1	LV3003047131	brown	ST8	28.2453333333333	state_03	OAP	-138.913624941063	state_03	G-A
1	LV3003047131	blue	ST8	28.2453333333333	state_03	OAP	69.4868694092197	state_03	G-A
1	LV3003047137	turquoise	ST8	66.9462	state_03	OAP	4.92728411499701	state_03	G-A
1	LV3003047137	grey	ST8	66.9462	state_03	OAP	-67.6844842576711	state_03	G-A
1	LV3003047137	yellow	ST8	66.9462	state_03	OAP	272.717292430011	state_03	G-A
1	LV3003047137	brown	ST8	66.9462	state_03	OAP	-215.220862470199	state_03	G-A
1	LV3003047137	blue	ST8	66.9462	state_03	OAP	5.26077018286213	state_03	G-A
