sample	core	age_kyr	d18O	sst	PC1	PC2	PC3	state	label
LV3003061568	ST13	121.6354	3.209168	15.0912241071525	-3.90596334389122	-0.347115596460909	0.580299070974152	2	IG-E
LV3003061555	ST13	126.443	3.25303	13.9174660887275	-3.56775566069999	-0.265628066215056	0.500430140636633	2	IG-E
LV3003061527	ST13	133.7754	4.634866	11.4223768846317	-3.95619357045568	-0.356266624885559	0.589884264136417	2	IG-E
LV7008886741	GeoB25202_R1	58.997	4.43018	9.918947659625	-2.590329843784	-0.114603082181983	0.361248055620561	2	IG-E
LV7008886781	GeoB25202_R1	120.0235	3.269765	15.13774048625	-2.75534601411833	-0.117659619149752	0.418159760910359	2	IG-E
LV7008886757	GeoB25202_R1	123.1195	3.120315	15.0483957938462	-2.63022667967761	-0.134820700399715	0.427357951524041	2	IG-E
LV7008886228	GeoB25202_R2	120.0235	3.269765	15.13774048625	-3.07706981272935	-0.152618275916194	0.567710818170971	2	IG-E
LV7008886769	GeoB25202_R2	123.1195	3.120315	15.0483957938462	-2.49958502439186	-0.145125092455305	0.549963829967514	2	IG-E
LV3003046994	ST8	15.549	4.63274	7.18672783126745	0.426800551105703	-2.58195311947249	2.01899943963383	3	IG-A
LV3003046979	ST8	16.461	4.80993	7.29869936048704	1.57035346511846	-0.898469243902262	-0.0589580390080219	3	IG-A
LV3003046966	ST8	17.373	4.93222	7.34478712009314	2.4288162416178	0.570485097144375	0.877195660416744	3	IG-A
LV3003046950	ST8	18.099	5.01406	7.38147540241116	2.65287564252136	0.0193096184262807	0.28738360160202	3	IG-A
LV3003046937	ST8	18.598	4.98412	7.40669227965178	0.944501659240335	-0.12997789659748	0.0176292827941678	3	IG-A
LV3003047041	ST8	19.097	4.96291	7.4319091568924	3.66879239656563	-1.97350008181002	0.881645839572126	3	IG-A
LV3003047026	ST8	19.565	4.97695	7.455559454585	2.94514175404079	-3.63336136254911	2.34087513313895	3	IG-A
LV3003047009	ST8	20.142	4.97864	7.48471804810772	1.22106776521146	-2.97381012872202	2.37740815710741	3	IG-A
LV3003046993	ST8	20.719	4.93248	7.51387664163044	3.78004930234776	-4.08466598586149	0.467322581187691	3	IG-A
LV3003046978	ST8	21.296	4.90112	7.54303523515316	3.54417966317471	-1.63638416299415	0.640490676755982	3	IG-A
LV3003046965	ST8	21.8323333333333	4.88503	7.57013874582794	4.88333297120954	-1.50135246528273	0.846206885440439	3	IG-A
LV3003046949	ST8	22.3686666666667	4.87262666666667	7.59724225650273	3.21418624728744	-0.829375235743871	0.0264473152240987	3	IG-A
LV3003046936	ST8	22.905	4.8619	7.62434576717752	4.34693879112782	-1.33030609015549	0.511901500068711	3	IG-A
LV3003047145	ST8	23.446	4.8377	7.65168510703157	1.65024820806149	-2.09789112839781	1.36392877193741	3	IG-A
LV3003047132	ST8	23.987	4.81065	7.67902444688563	4.91089234025176	-0.107023495491968	0.510952289616322	3	IG-A
LV3003047118	ST8	24.528	4.81528	7.70636378673969	2.98541626406664	-0.76822783027006	-0.11918016938028	3	IG-A
LV3003047099	ST8	25.058	4.8113	7.73314724352832	1.01972627224575	0.151627379677924	-0.0296043100373732	3	IG-A
LV7001898076	ST13	6.429	3.34716	6.25051014241062	3.36268507011724	-2.4123702457758	1.06936819564764	3	IG-A
LV7001898064	ST13	6.808	3.36232	6.18967560972194	0.524571011534892	-1.73501384046032	1.40247585018657	3	IG-A
LV3003061546	ST13	7.197	3.37985	6.14534613060279	-0.903256827728425	-2.29965348435491	2.17715411311385	3	IG-A
LV3003061533	ST13	7.912	3.4156	6.23449698261132	-0.0845197437015146	-2.33044040038778	2.20971958980401	3	IG-A
LV3003061518	ST13	9.804	3.49256	6.47040385254158	1.86514170889154	-0.456909001613373	0.160195772632	3	IG-A
LV3003061506	ST13	11.95	3.904	6.73798109507347	-0.83144215918564	-1.06972022011042	1.18558375405446	3	IG-A
LV3003061492	ST13	14.437	4.37177	7.04807643625558	3.25459519413383	-1.37577609987318	0.948536896283429	3	IG-A
LV3003061477	ST13	16.726	4.84438	7.31209108888136	2.63944346177348	-0.701620653277255	0.014489139094679	3	IG-A
LV3003061572	ST13	19.099	4.96297	7.43201022654066	2.38751133715493	-0.873627561465892	0.345770722178981	3	IG-A
LV7008886690	GeoB25202_R1	2.324	3.21564	6.90941715213889	-1.00948553357076	-1.9372743029687	1.83935007881098	3	IG-A
LV7008886751	GeoB25202_R1	7.1335	3.376675	6.13742853745238	0.594314692302388	-2.2407986587659	2.24131472402348	3	IG-A
LV7008886727	GeoB25202_R1	16.4375	4.806875	7.29751179212	3.90599789586171	-2.03785492077505	1.34246574808004	3	IG-A
LV7008886702	GeoB25202_R2	2.324	3.21564	6.90941715213889	1.16545093201839	-2.26375957907302	2.14833126510739	3	IG-A
LV7008886763	GeoB25202_R2	7.1335	3.376675	6.13742853745238	-1.14717599428054	-1.93803281302098	1.95229986563048	3	IG-A
LV7008886739	GeoB25202_R2	16.4375	4.806875	7.29751179212	4.49891707677435	-1.2369991132897	0.826672485598646	3	IG-A
LV3003047069	ST8	33.7436870748299	4.5874368707483	8.82643927310517	0.0167796762287577	0.415966838576548	0.119314560170571	4	IG-B
LV3003047167	ST8	34.67812	4.556094	8.97459148768522	-0.483318990955058	0.410062416178155	0.255104518200798	4	IG-B
LV3003047154	ST8	35.13012	4.5282892	9.04625505944773	-0.348998995115905	-0.00950826176936342	-0.117065344420712	4	IG-B
LV3003047142	ST8	35.5823	4.487593	9.11794716980078	-0.0845690228983921	0.593431060491489	0.394696718692806	4	IG-B
