sample	MEleiden6	MEleiden5	MEleiden3	MEleiden1	MEleiden2	MEleiden4	MEgrey
LV3003047065	-0.0473857724742114	-0.0117944574979495	-0.0562883577262613	-0.0311153075747964	-0.0656248139513561	-0.0613051287892713	-0.0163914946804736
LV3003047161	-0.0473857724742114	-0.0339876318060474	-0.0604551794772173	-0.0441655184371148	-0.117142658147777	-0.174958112494012	-0.0183216844454355
LV3003047160	-0.0473857724742114	-0.0330083169732759	-0.0605435528597944	-0.0435939181794991	-0.120055870610798	-0.181286583371811	-0.018399178405165
LV3003047159	-0.0399486963546084	-0.0298044853121634	-0.0403820018216605	-0.0412114943033617	-0.0410291718215438	-0.00154351410838089	-0.0183216844454355
LV3003047158	-0.0401577961079919	-0.0275971712192788	-0.0584680456293023	-0.0261567571107222	-0.00242379340330178	-0.0277729300038073	-0.0179867587503969
LV3003047139	-0.0454097768908387	-0.0295170904248549	-0.0586830097423774	-0.0300045291807446	-0.00854421418742917	-0.0241471492009517	-0.019384059635237
LV3003047150	-0.0346578708105125	-0.0205828506671933	-0.0448752004887432	-0.00952978614287946	0.0415635338790353	0.0160237935007683	-0.0201935778258663
LV3003047149	-0.0473857724742114	-0.0229130240459007	-0.0534639925183735	-0.0380334835917366	-0.035317091296408	-0.00799500171731638	-0.0178482899689572
LV3003047148	-0.0441873747071992	-0.0201652663208193	-0.056655484735504	-0.0350736882580383	-0.0185312786413549	0.00210428947258353	-0.0139823899897226
LV3003047147	-0.0412826379689126	-0.0225443241042889	-0.0513797157082099	-0.031218992213325	0.00398799105653314	0.00150522168570011	-0.0189184852444751
LV3003047146	-0.0244575202995205	-0.0149728296489164	-0.0268752684107318	-0.00417939471169436	0.0514714247289067	0.0339835307152853	-0.0203175900614723
LV3003047126	-0.041532786065749	-0.0302973139156769	-0.0534324558209071	-0.0386445628271481	-0.0322770897962254	-0.00524323661377219	-0.0180108787413157
LV3003047138	-0.0422007064557385	-0.0272934105380039	-0.0129267665465858	-0.0389970713092382	-0.0502313959392075	0.0101823372591455	-0.0152034274427759
LV3003047137	-0.0308373804580509	-0.0220964048909418	-0.0546821637127275	-0.036253819910621	-0.0429221741481971	-0.0357637560482294	-0.0155597424446258
LV3003047136	-0.0473857724742114	-0.0306199135614403	0.0209495199040517	-0.0382564144799476	-0.0206213558984359	0.0173625625656731	-0.0155845928997848
LV3003047134	-0.0444399155540617	-0.0294235429090882	0.0539484900523779	-0.0375632562349597	-0.0608066752722162	-0.00352434498323846	-0.0087530853453912
LV3003047133	-0.0261981533119547	-0.0324465501933172	-0.0358116826128486	-0.0413576301831495	-0.0320074267244314	0.0168462079600847	-0.0162654004824381
LV3003047107	-0.0399060647399666	-0.0298719317446091	-0.0312162854822569	-0.0412505510954401	-0.0161567958908534	0.0224472542523954	-0.00973944350804693
LV3003047125	-0.0473857724742114	-0.0344608665768702	-0.0472399633637104	-0.0433828841722429	-0.0984985499790318	-0.0483876634383903	-0.0151028110191217
LV3003047124	-0.0473857724742114	-0.0275456644067128	-0.0560656265695749	-0.0402151594549869	-0.105938325329911	-0.115215546227148	-0.0151171175704291
LV3003047123	-0.0473857724742114	-0.0333285941694574	-0.0588535751793345	-0.0419559952231529	-0.114917391096102	-0.142345807482965	-0.0162832157478602
LV3003047122	-0.0473857724742114	-0.0326037256505962	-0.0592992808115264	-0.0436639479276166	-0.103124881796249	-0.120478851381511	-0.0161570316721016
LV3003047093	-0.045577747911743	-0.0283127726114389	0.0225483835258809	-0.0390186076472471	-0.0513130819837045	0.0148624211919003	-0.0103988832017375
LV3003047106	-0.0458661470715823	-0.0280360106485597	-0.0485034602747995	-0.0442251165868614	-0.0937718024361292	-0.0321032808875392	-0.00115543026676358
