state	sample	core	age_kyr	d18O	sst	PC1	PC2	PC3	core_ord	state_inferred	harmonization_mode	state_main	state_origin	label
2	LV7008886223	GeoB25202_R2	191.4645	3.958135	10.1545751152143	-1.85033891975248	-0.53469265397075	-0.227253782844823	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008886699	GeoB25202_R2	217.849	3.68376	7.6602406605	-2.76637442163495	-0.765433378551516	0.355843082112632	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008886700	GeoB25202_R1	234.87	3.7269	8.83393430333333	-265.325046416618	-29.9119495968885	66.6944234923993	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008886710	GeoB25202_R2	197.845	3.8076	6.73118480607143	-1.90185773900977	-0.54401308073725	-0.120725866898026	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008886712	GeoB25202_R2	234.87	3.7269	8.83393430333333	-1.19252860289582	-0.111552607841033	-0.0970703940555691	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008886722	GeoB25202_R1	191.4645	3.958135	10.1545751152143	-138.919265433012	-14.075552988232	-33.4830095502402	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008886746	GeoB25202_R1	184.9715	4.584585	10.425617161	-262.469928423994	-48.5780540711587	34.5547966141065	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008886747	GeoB25202_R2	205.616	3.7892	8.26556635888158	-1.65538018437011	-0.485557899439491	-0.310010031273485	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008886748	GeoB25202_R2	231.9025	4.174875	9.757088903125	-0.603333361515336	0.270453250691285	0.0576915954861735	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008886758	GeoB25202_R2	184.9715	4.584585	10.425617161	-2.91706009369401	-0.852217046065977	0.456746978090679	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008886760	GeoB25202_R1	226.682	4.2218	6.4076671596	-225.335878463687	-29.2721920365207	22.891443579862	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008886771	GeoB25202_R1	201.3585	3.56585	7.40683362465625	-205.277344512529	-33.2303932120296	19.3716660913849	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008886772	GeoB25202_R2	226.682	4.2218	6.4076671596	-2.7754350313944	-0.764574236230996	0.366122016767844	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008886783	GeoB25202_R2	201.3585	3.56585	7.40683362465625	-2.39486900604313	-0.694485273338679	0.147687115616001	4	2	corewise_z		inferred_extended_only	IG-D
3	LV7008867188	GeoB25202_R1	472.9155	4.35662	9.8976235145	269.987977142429	19.6250029934856	88.1777250863077	3	3	corewise_z		inferred_extended_only	IG-A
3	LV7008867334	GeoB25202_R1	538.544	4.50736	3.14687621355	-156.862657874705	-208.361054267994	126.294389831556	3	3	corewise_z		inferred_extended_only	IG-A
4	LV3003046940	ST13	286.502	3.85514	5.39009750554031	171.987476467361	109.396948653296	-19.7778453047381	2	4	corewise_z		inferred_extended_only	IG-B
4	LV3003046955	ST13	285.2056	3.835888	5.37741222464105	132.106057385196	84.5632126400713	-69.2298588572473	2	4	corewise_z		inferred_extended_only	IG-B
4	LV3003046960	ST13	232.0876	4.15248	9.69950645445728	-75.4327685962207	30.7410843111908	6.21802450512607	2	4	corewise_z		inferred_extended_only	IG-B
