taxon	n_samples_non_damaged	total_reads_non_damaged	has_comp	has_ko	oap_v3	n_classes	dominant_class	o2_eff	so4_eff	ch4_eff	no3_eff	has_oap	light_filter_rule
S__GCF_001077515.1	1	398	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001077885.1	1	430	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001189845.1	1	172	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001269345.1	1	100	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001269365.1	10	1392	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001273775.1	1	675	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001274535.1	1	166	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001278055.1	6	2805	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001280755.1	2	953	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001292625.1	2	16234	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001293165.1	2	255	TRUE	TRUE	297.2	3	O2	0.5	1	0	1	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001294455.1	1	235	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001294685.1	1	117	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001302325.1	1	253	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001305515.1	1	102	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001307765.1	1	155	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001308045.1	1	220	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001405615.1	1	5254	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001421415.1	2	755	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001421535.1	1	657	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001422445.1	1	185	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001423085.1	1	119	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001424345.1	1	161	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001424485.1	1	125	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001424565.1	1	109	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001425025.1	1	303	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001425545.1	7	805	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001425905.1	1	163	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001426085.1	2	4855	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001426225.1	4	611	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001428425.1	4	483	TRUE	TRUE	590	2	O2	1	0	0	1	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001428785.1	1	119	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001440345.1	1	8263	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001457775.1	1	182	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001458175.1	1	1100	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001458275.1	1	136	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001458435.1	1	306	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001465295.1	2	4074	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001468485.1	1	5931	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001477475.1	3	1147	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001483755.1	2	304	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001513785.1	1	195	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001515525.1	1	569	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001522635.2	1	126	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001529365.1	1	111	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001544075.1	1	133	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001553955.1	1	165	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001557395.1	1	117	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001574435.1	5	8938	TRUE	TRUE	590	2	O2	1	0	0	1	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001574445.1	1	142	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001578585.1	1	314	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001583435.1	1	104	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001587175.1	1	273	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001592875.1	1	108	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001602235.1	4	1187	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001610895.1	1	114	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001618175.1	1	965	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001618865.1	1	154	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001624705.1	4	9146	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001633105.1	1	106	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001639695.1	1	133	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001641405.1	4	559	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001642915.1	2	543	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001642955.1	1	173	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001650405.1	2	317	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001651805.1	12	16673	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001665295.1	1	102	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001675355.1	15	2133	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001676145.1	1	154	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001677435.1	8	5285	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001691025.1	1	233	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001691055.1	1	161	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001691635.1	2	603	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001693415.1	1	1468	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001693515.2	1	155	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001708035.2	1	136	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001719615.1	1	176	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001720685.1	1	168	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001723295.1	1	122	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001723305.1	3	4039	TRUE	TRUE	666.666666666667	2	O2	1	0	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001729115.1	1	101	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001735525.1	1	164	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001735745.1	2	250	TRUE	TRUE	702.5	2	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001753165.1	1	104	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001811255.1	3	651	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001814825.1	2	236	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001836735.1	1	2575	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001838285.1	1	200	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001858325.1	1	245	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001878855.1	1	3226	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001888185.1	1	547	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001889125.1	3	864	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001894885.1	6	1114	TRUE	TRUE	666.666666666667	2	O2	1	0	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001908235.1	11	2027	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001913705.1	1	936	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001936615.1	1	627	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001937545.1	1	294	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001939735.1	1	5488	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001949125.1	1	124	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001956695.1	1	1242	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001956985.1	1	122	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001957125.1	1	171	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001957175.1	1	958	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001968815.1	5	3531	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001974855.1	2	6673	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001981525.1	1	107	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_001983935.1	4	1169	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002000025.1	6	1772	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002000085.1	3	4291	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002000365.1	1	260	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002005305.1	5	2011	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002006795.1	1	650	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002013515.1	1	128	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002025205.1	2	570	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002071575.1	1	144	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002076895.1	2	4457	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002077175.1	8	21091	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002080045.1	1	155	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002087335.1	6	3331	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002093115.1	1	140	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002104435.1	9	16491	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002104455.1	2	1378	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002104475.1	18	2653322	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002104515.1	37	2597553	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002105285.1	1	163	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002108015.1	1	166	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002113105.1	1	113	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002148795.1	1	770	TRUE	TRUE	666.666666666667	2	O2	1	0	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002153355.1	1	176	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002156965.1	1	101	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002157895.1	1	277	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002163675.1	26	6686	TRUE	TRUE	666.666666666667	2	O2	1	0	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002163835.1	32	5539	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002165245.3	1	103	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002188465.1	1	170	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002192695.1	1	254	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002196695.1	1	208	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002197985.1	1	4178	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002205635.1	1	139	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002207865.1	4	16272	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002207995.1	1	391	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002209185.2	1	395	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002211425.1	2	573	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002215305.1	1	144	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002216105.1	1	1773	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002216875.1	1	210	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002218005.2	1	210	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002220095.1	1	116	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002237805.1	2	290	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002265265.1	3	5610	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002276045.1	17	18506	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002289535.1	7	1427	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002302595.1	1	172	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002310795.1	1	1464	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002343915.1	1	107	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002356335.1	1	100	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002443295.1	30	22870	TRUE	TRUE	352.896551724138	5	O2	0.5	0.333333333333333	0.4	1	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002549795.1	2	278	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002563815.1	1	115	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002591975.1	2	335	TRUE	TRUE	590	2	O2	1	0	0	1	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002724055.1	1	377	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002740695.1	1	1953	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002741015.1	1	107	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002744595.1	1	46865	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002749455.1	6	1073	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002752755.2	2	494	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002754315.1	1	134	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002786455.2	5	1086	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002798435.1	18	15158	TRUE	TRUE	647.096774193549	3	O2	1	0	0	1.25	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002807055.1	1	218	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002809985.1	1	102	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002831685.1	11	1779	TRUE	TRUE	702.5	2	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002834385.1	1	607	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002835995.1	15	3351	TRUE	TRUE	620	2	O2	1	0	0	1.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002836035.1	2	2937	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002836245.1	11	154410	TRUE	TRUE	611	3	O2	1	0	0	2	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002836355.1	8	69285	TRUE	TRUE	620	2	O2	1	0	0	1.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002836395.1	1	107	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002836595.1	6	1631	TRUE	TRUE	655.294117647059	3	O2	1	0	0	1.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002836615.1	2	389	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002836775.1	40	220763	TRUE	TRUE	611	3	O2	1	0	0	2	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002843095.1	1	226	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002843305.1	1	135	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002843405.1	1	264	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002849405.1	1	175	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002861015.1	1	209	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002861865.1	5	2870	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002864685.1	1	118	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002871575.1	2	344	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002873135.1	3	796	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002892005.1	1	184	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002898515.1	3	568	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002902755.1	1	148	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002929375.1	1	162	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002929555.1	1	156	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002934285.1	1	117	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002953415.1	2	452	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002954665.1	4	502	TRUE	TRUE	637.142857142857	3	O2	1	0	0	1	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002954705.1	1	193	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002980095.1	1	144	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_002994615.1	18	3978	TRUE	TRUE	820	1	O2	0.5	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003012775.1	2	611	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003012795.1	1	340	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003014615.1	1	185	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003025595.1	2	1037	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003025615.1	26	3368758	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003025875.1	2	515	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003026215.1	15	209925	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003026285.1	1	38996	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003026455.1	3	1078	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003026475.1	20	827771	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003026495.1	1	205	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003026535.1	2	348	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003035165.1	7	1333	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003040735.1	1	127	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003040775.1	1	107	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003043055.1	1	120	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003044035.1	15	3492	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003045125.1	1	159	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003046185.1	2	1139	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003046295.1	1	105	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003047265.1	9	1967	TRUE	TRUE	588.235294117647	3	O2	1	0	0	1.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003047285.1	2	594	TRUE	TRUE	666.666666666667	2	O2	1	0	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003049275.1	2	518	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003050705.1	1	129	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003052605.1	3	807	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003061105.1	1	111	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003061515.1	5	9159	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003063455.1	6	681	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003067705.1	1	165	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003069395.1	3	1210	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003097315.1	1	112	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003112775.1	7	28191	TRUE	TRUE	666.666666666667	2	O2	1	0	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003122085.1	1	126	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003124065.1	6	1561	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003148665.1	1	172	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003149745.1	1	117	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003173035.1	1	118	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003177035.1	1	171	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003182375.1	1	586	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003194385.1	1	135	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003201205.1	1	588	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003201655.1	10	1546	TRUE	TRUE	666.666666666667	2	O2	1	0	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003201865.1	2	258	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003203775.1	4	1136	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003205355.1	1	131	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003208435.1	1	107	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003217475.1	1	112	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003226595.1	1	1581	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003234665.1	1	170	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003234965.1	1	118	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003240535.1	1	237	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003254665.1	1	131	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003284585.1	1	141	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003286125.1	2	530	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003287395.1	1	387	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003287955.1	1	115	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
