taxon	n_samples_non_damaged	total_reads_non_damaged	has_comp	has_ko	oap_v3	n_classes	dominant_class	o2_eff	so4_eff	ch4_eff	no3_eff	has_oap	light_filter_rule
S__GCA_016191115.1	9	4257	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016191205.1	1	127	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016191235.1	2	825	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016191335.1	15	3843	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016192135.1	13	5998	TRUE	TRUE	609.090909090909	3	O2	1	0	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016192455.1	6	1661	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016192545.1	19	7143	TRUE	TRUE	66.5	2	ANX	0	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016192565.1	4	653	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016192655.1	2	360	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016192825.1	1	205	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016192835.1	1	144	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016192845.1	22	14032	TRUE	TRUE	702.5	2	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016192955.1	1	190	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016192985.1	1	159	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016193065.1	1	168	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016193175.1	5	826	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016193195.1	1	110	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016193385.1	47	25881	TRUE	TRUE	560.75	2	O2	1	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016193465.1	47	15086	TRUE	TRUE	-231.727272727273	2	SO4	0	0.333333333333333	0.4	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016193485.1	20	4006	TRUE	TRUE	655.294117647059	3	O2	1	0	0	1.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016193545.1	10	2239	TRUE	TRUE	666.666666666667	2	O2	1	0	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016194285.1	13	5738	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016194625.1	4	572	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016194705.1	26	10654	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016194745.1	6	828	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016194905.1	3	400	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016195025.1	5	637	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016195085.1	24	28066	TRUE	TRUE	702.5	2	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016195115.1	8	3461	TRUE	TRUE	820	1	O2	0.5	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016195145.1	18	11806	TRUE	TRUE	394.769230769231	3	O2	1	0.666666666666667	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016195265.1	7	934	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016195295.1	1	149	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016195325.1	4	616	TRUE	TRUE	560.75	2	O2	1	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016195405.1	3	333	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016195505.1	4	10072	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016195665.1	1	170	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016195705.1	1	104	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016195785.1	1	114	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016195925.1	30	39695	TRUE	TRUE	506	3	O2	1	0.333333333333333	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016196375.1	2	217	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016196555.1	1	133	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016196565.1	1	118	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016196755.1	56	37807	TRUE	TRUE	560.75	2	O2	1	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016196905.1	1	326	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016197095.1	8	2142	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016197225.1	1	183	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016197285.1	2	1306	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016198915.1	5	784	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016198945.1	1	263	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016199125.1	40	23584	TRUE	TRUE	518.6	3	O2	1	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016199245.1	16	5927	TRUE	TRUE	712.727272727273	3	O2	1	0	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016199265.1	1	109	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016199305.1	2	241	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016199325.1	2	219	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016199375.1	10	1578	TRUE	TRUE	560.75	2	O2	1	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016199495.1	49	56496	TRUE	TRUE	666.666666666667	2	O2	1	0	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016199625.1	1	107	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016199675.1	2	339	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016199835.1	1	115	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016199865.1	14	4181	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016199935.1	4	921	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016200085.1	2	524	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016200125.1	15	10385	TRUE	FALSE	360	1	NO3	0	0	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016200135.1	20	3289	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016200145.1	2	352	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016200155.1	2	281	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016200205.1	13	6424	TRUE	TRUE	560.75	2	O2	1	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016200255.1	13	5627	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016200265.1	13	2499	TRUE	TRUE	560.75	2	O2	1	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016200325.1	1	115	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016200465.1	1	439	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016200785.1	1	108	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016201015.1	3	1085	TRUE	TRUE	820	1	O2	0.5	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016201105.1	2	693	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016201185.1	15	4343	TRUE	TRUE	560.75	2	O2	1	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016201205.1	21	7689	TRUE	TRUE	590	2	O2	1	0	0	1	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016201215.1	16	5698	TRUE	TRUE	666.666666666667	2	O2	1	0	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016201265.1	2	902	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016201285.1	24	8615	TRUE	TRUE	506	3	O2	1	0.333333333333333	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016201345.1	1	128	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016201575.1	7	1128	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016201735.1	1	113	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016201765.1	5	1962	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016201825.1	1	284	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016201865.1	18	7442	TRUE	TRUE	-28	2	ANX	0	0.666666666666667	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016201875.1	3	644	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016202425.1	36	12248	TRUE	TRUE	560.75	2	O2	1	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016202545.1	14	3040	TRUE	TRUE	360	1	NO3	0	0	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016202555.1	10	2352	TRUE	TRUE	360	1	NO3	0	0	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016202565.1	2	1523	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016202615.1	3	1236	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016202695.1	49	99530	TRUE	TRUE	702.5	2	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016202915.1	8	1049	TRUE	TRUE	360	1	NO3	0	0	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016202975.1	1	123	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016204605.1	29	14322	TRUE	TRUE	560.75	2	O2	1	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016204945.1	12	3157	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016206565.1	10	2007	TRUE	TRUE	-217	1	SO4	0	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016206585.1	3	404	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016206665.1	1	101	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016206675.1	7	1092	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016206685.1	1	100	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016207025.1	11	2839	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016207095.1	11	4971	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016207445.1	30	13628	TRUE	TRUE	702.5	2	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016207465.1	4	522	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016207545.1	14	3536	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016207565.1	6	1158	TRUE	TRUE	521.529411764706	3	O2	1	0.333333333333333	0	1.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016207585.1	5	619	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016207605.1	27	10291	TRUE	TRUE	-217	1	SO4	0	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016207665.1	8	1322	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016207935.1	1	142	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016208645.1	1	121	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016208685.1	31	20379	TRUE	TRUE	560.75	2	O2	1	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016208765.1	1	106	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016208805.1	2	211	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016208855.1	1	348	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016208965.1	26	4961	TRUE	TRUE	-217	1	SO4	0	1	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016209005.1	7	937	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016209035.1	27	10124	TRUE	TRUE	-24.6666666666667	2	NO3	0	1	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016209145.1	17	3592	TRUE	TRUE	-223.75	2	CH4	0	1	0.333333333333333	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016209225.1	2	292	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016209245.1	18	3040	TRUE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016209385.1	4	624	TRUE	TRUE	129.2	2	NO3	0	0.333333333333333	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016209495.1	8	2357	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016209525.1	4	529	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016209535.1	9	1878	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016209585.1	1	120	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016209595.1	5	882	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016209605.1	6	851	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016209665.1	14	3289	TRUE	TRUE	-217	1	SO4	0	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016209685.1	1	156	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016209705.1	6	1071	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016209725.1	1	130	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016209735.1	1	103	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016209885.1	3	448	TRUE	TRUE	637.142857142857	3	O2	1	0	0	1	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016209905.1	10	3327	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016209945.1	9	1574	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016209965.1	6	1050	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016209985.1	15	5134	TRUE	TRUE	66.5	2	ANX	0	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016209995.1	3	542	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016210005.1	2	289	TRUE	TRUE	569.692307692308	4	O2	1	0.333333333333333	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016210115.1	33	12070	TRUE	TRUE	-231.727272727273	2	SO4	0	0.333333333333333	0.4	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016210125.1	4	511	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016210175.1	3	386	TRUE	TRUE	405.2	2	O2	1	0.666666666666667	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016210205.1	17	4155	TRUE	TRUE	341.272727272727	3	O2	1	0.333333333333333	0.5	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016210245.1	2	310	TRUE	TRUE	464.8	4	O2	1	0.666666666666667	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016210285.1	5	781	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016210295.1	5	776	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016210325.1	6	647	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016210375.1	6	1047	TRUE	TRUE	518.6	3	O2	1	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016210395.1	2	255	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016210485.1	19	5819	TRUE	TRUE	297	3	O2	1	0.666666666666667	0.333333333333333	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016210495.1	1	127	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016210515.1	13	5193	TRUE	TRUE	-230.5	2	SO4	0	0.333333333333333	0.333333333333333	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016210545.1	4	572	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016210565.1	4	773	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016210665.1	2	264	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016210845.1	2	354	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016210855.1	90	141714	TRUE	TRUE	66.5	2	ANX	0	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016210895.1	32	19029	TRUE	TRUE	702.5	2	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016210925.1	3	359	TRUE	TRUE	702.5	2	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016210935.1	1	124	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016211105.1	1	108	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016212045.1	3	378	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016212085.1	5	5189	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_016212185.1	3	426	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
